imdb_title_id,title,year,certificate,genre,runtime,description,IMDb_rating,MetaScore,ratingCount,directors,stars
tt6715006,Happenstance,2017,,Comedy,87 min,"A coming of age comedy following a 26 year old millennial named Zander while he navigates his many jobs, tumultuous love life, and dysfunctional family.",8.2,,33,Joel Ulrick O'Neal,"Zeke Hindle,Beau Berglund,Jessica Miano Kruel,Tamar Pelzig"
tt6177442,Worth Fighting For,2017,,"Action, Drama",107 min,"After falling in love, Alex tries to leave the world of underground boxing for the local mob, but that life is not ready to let him go.",8.5,,32,Joshua Sheik,"Rudon Brannon,Josie Burke,Theresa Chason,Markeith Coleman"
tt4910010,YADVI: The Dignified Princess,2017,UA,"Biography, Drama, History",107 min,"Based on True Story of a Princess in India. Her journey of strength and courage and living with Dignity, at times where women hardly had any freedom.",8.2,,32,"Jyoti Singh,Vick Krishna","Prisha Aneja,Vinti Aneja,Marianne Borgo,Rachel Burnell"
tt2886714,Maybe Someday,2017,,"Comedy, Drama, Fantasy",108 min,"Hal Donnelly, a hopeless 20-something slacker, gets his life back on track with the help of a teenage girl claiming to be his daughter from the future",8.0,,31,Ryan Moulton,"Michael McKiddy,Kim Matula,Saige Ryan,Eden Malyn"
tt7540966,Drew Lynch: Did I Stutter,2017,,Comedy,76 min,America's Got Talent's Drew Lynch uses comedy to overcome the debilitating accident that at first seemed to render him unable to communicate. Proving anyone can find their voice if they have the tenacity to do so.,8.3,,29,Adam Marcus,"Howie Mandel,Drew Lynch"
tt2133204,Construction,2021,,"Comedy, Romance",104 min,"Vin, Bobby, and Ray are three blue collar guys who can't seem to get things to line up in their lives. They had so many dreams when they were 18, but then life seemed to catch up with them,...                See full summary »",8.0,,29,Malcolm Goodwin,"Victor Hawks,Gino Anthony Pesi,Devin Ratray,Brooke Nevin"
tt10443780,The Preparation,2017,,Drama,114 min,A mother who has been diagnosed with terminal cancer prepares her mentally disabled son for her inevitable passing.,8.0,,29,,"Anastasia Kim,Du-shim Ko,Cheol-min Park,Jung-Yoon Shin"
tt6737494,Writing Home,2017,,"Comedy, Romance",91 min,"Funded by a string of international bestsellers - of dubious literary merit - Daniel Doran's luxurious London life consists of parties, book launches, red carpet events, women and even ...                See full summary »",8.1,,28,"Nagham Abboud,Alekson Lacerda Dall'Armellina,Miriam Velasco","Tony Kelly,Caoimhe O'Malley,Geraldine McAlinden,Tom Doonan"
tt5359928,Our Little Secret,2017,,Drama,100 min,Everybody has a secret. Two young sisters abandoned by their mother. A strange woman sleeping on their couch. A sinister fugitive hiding in their barn. FBI agents snooping around. And the ...                See full summary »,9.2,,28,Yuri Zeltser,"Angela Bettis,Darwin Shaw,Alexis Rosinsky,Lexy Kolker"
tt3729774,Eyes of the Roshi,2017,Not Rated,Action,90 min,"SAIGON 1973. A young man's heart is breaking as he discovers his childhood love, the girl he grew up with, raped and murdered. He makes a fateful resolve to avenge her loss, thereby ...                See full summary »",8.1,,28,Jon Mark Nail,"Eric Roberts,Ethan Marten,Amanda Dunn,Adam Nguyen"
tt7535280,Teeth,2017,,Drama,71 min,A couple of thiefs from a battlefield have a strange encounter that will change them forever.,8.9,,27,Rares H. Stoica,"Radu Vaduva,Andrei Zagorodnii,Catalin Codreanu,Alex Macavei"
tt5125628,Nul is nie niks nie,2017,,Family,96 min,"The story of three friends (Chicken, Drikus and Chris) coming together to make Drikus's last dream come true - to make a zombie movie. Chicken, in the meantime, is still coming to terms with his Dad's death.",8.1,,27,Morné du Toit,"Jaden Van Der Merwe,Pieter Louw,Daniah De Villiers,Antoinette Louw"
tt3976202,Father Africa,2017,,"Family, Sport",105 min,"A coming-of-age story that follows the main character, Cameron, as he goes on a journey to meet his real father who he recently discovers is Tanzanian, which opens his eyes to the world, race, and to love. Through a series of events, he realizes you never know who you are until you really know who you are.",8.7,,27,Chase Crittenden,"Paul Johansson,Benjamin A. Onyango,Thomas Waywell,Alan O'Silva"
tt4114608,Thank You Come Again,2017,,Comedy,104 min,"The tale of a porn shop, priests, and blood diamonds. What could possibly go right?",8.5,,26,Stephen Clarke Dunne,"John Sweeney,Dannii Byrne,John 'Billy' Kennerk,Syed Muhammad Ali"
tt3766102,Listen,2017,,Drama,100 min,"A group of conflicted youths and adults struggling for personal connections are united by self-destruction, tragedy and redemption.",8.4,,26,Erahm Christopher,"Micah Hauptman,Jay Reeves,Steve Rankin,Amy Rosoff"
tt6865828,Drinkin' Bros Live: The Shaved Eagle Tour,2017,Not Rated,Comedy,85 min,"One of the world's most popular podcasts, Drinkin' Bros, goes on a raucous live tour.",8.2,,25,Ross Patterson,"Ross Patterson,Vincent Vargas,Mat Best,Jessie Wiseman"
tt5915520,Strange Bird,2017,,Drama,70 min,"The film tells a story in the life of a young teenager from a broken Midwestern family who can not sleep. She believes a band of ragtag outlaws, who kills their victims in their dreams, ...                See full summary »",8.2,,25,Shawn Welling,"Preslee Tucker,Nick W. Nicholson,Jen Barbeito,Lauren Remo"
tt3822076,Hanging in There,2017,,"Comedy, Drama",87 min,"Jack Jackson has a good life. Lovely wife, nice house, good job, great mates. All he wants on top of that is to be a Dad. But Life has a surprise for him. Testicular Cancer, and it's about ...                See full summary »",9.0,,25,Darren Scott,"Chris Hudson,Elizabeth Joyce Morris,Craig Shelton,Olivia Hunter"
tt6210064,Woodwind,2017,,"Drama, Music, Mystery",136 min,"A South American composer travels to India to search for the truth behind a poetic vision, written to him by a female painter and his mysterious journey to discover the source of his music inspiration.",8.6,,24,Fin Manjoo,"Leandro Taub,Jet Jandreau,Andrea Christina Furrer,Gopala Davies"
tt4666484,Joy Comes in the Morning,2017,,Drama,99 min,"Joy Comes In the Morning, depicts the life changing events brought on by cancer involving the mother and daughter (authors) and then showcases several other case histories of people sharing the same disease.",8.0,,24,Shedrick Cortez-Stokes,"Victoria Mast,Rose Marie Cavanna,Michael Basil,Nicole Cano"
tt5574080,American Driver,2017,,Comedy,87 min,"An American driver, Jack Curry takes a job driving Nigerian celebrities to the annual GIAMA Awards to impress his boss Kate. Along his journey he tries to become friends with actor Jim Iyke, who wants to be left alone.",8.7,,23,Moses Inwang,"Evan King,Jim Iyke,Anita Chris Nwaezeapu,McPc The Comedian"
tt6875006,Return of the Robo-Mummy from Outer Space Part 7,2017,Not Rated,Sci-Fi,90 min,The Robo-Mummy returns from outer space to find a human female to serve as the vessel for his resurrected bride.,8.4,,22,Mathew Kister,"Anastasia August,Clint Beaver,Julia Farrell,Mark Popejoy"
tt6600382,Marley,2017,,Drama,90 min,"Jacob Marley , a despised man by most , cheated and lied to gain fortune. He stepped on most people on his way to prosperity. Six people had the means and the motive to kill Jacob Marley. ...                See full summary »",8.0,,22,"Greg Pursino,Violetta Anna Licari","Vesta Millard,Frank Moran,Keith McMahon,Anngeannette Pinkston"
tt4472084,Traffic 2 - Inside Child Protection,2017,,Crime,95 min,A highly controversial sequel from the creators of the original film which was eventually banned by the Judicial system. Featuring interviews from experts who have researched the ...                See full summary »,8.5,,22,Pete Middleton,"Andrew Doree,Ross Cawton,Kuki Keaton,Heather Russell-Kay"
tt3887462,Staring at the Sun,2017,,Drama,116 min,Sometimes the scariest thing in the world is to be completely free.,8.8,,22,Harry Greenberger,"Taylor Rose,Jill Shackner,Sarah Clarke,Raúl Castillo"
tt3476548,King Lear,2017,,Drama,233 min,"King Lear is an in-depth study of love, power and death. Through this film Shakespeare is saying, ""Don't blame the gods or the heaven's for the horrors committed on earth. No. Blame hellish inhumanity on those who inhabit the earth.""",8.2,,22,Alexander Barnett,"Peter Holdway,Jim Zidar,Jared Doreck,Alexander Barnett"
tt11918406,Black Sabbath: The End,2017,,Music,108 min,Black Sabbath's final triumphant live concert filmed at Genting Arena in their hometown of Birmingham.,8.5,,22,Dick Carruthers,"Ozzy Osbourne,Tony Iommi,Geezer Butler,Tommy Clufetos"
tt7445206,Jericho,2017,,Action,74 min,"A modern western/noir action film about an ex hitman, Jericho, on a killing spree after witnessing his wife's brutal murder.",8.0,,21,Emir Skalonja,"Mirela Ajdimovski,Tyler Cheman,Brandon Czerwinski,Katherine Fudge"
tt6128708,Second Service,2017,,"Comedy, Crime, Drama",102 min,John Green is a bitter Millennial private eye who finds new purpose in life after stumbling upon a plot to bring the mob back to Chicago.,8.0,,21,Serge Bodnarchuk,"Matthew K. Lane,Coral Lamar,R. Scott Purdy,Shane Rhoades"
tt5997866,American Pirates,2017,,"Comedy, Drama",102 min,A DVD Bootleg Pirate enlists a group of misfits who set out on an adventure to sell enough bootleg movies to make the perfect film they believe will change their lives forever.,8.4,,20,Jeff Knite,"Jeff Knite,Johnny Careccia,Mike Benz,Havoc"
tt4919932,Gentlemen's Fury,2017,,Comedy,79 min,Professional tennis player Aaron Faust has a John McEnroe-like outburst that gets him thrown off the tour and lands him in a league that might not be strictly about tennis.,8.1,,20,"Marissa Hall,Ben Sharples","Ben Sharples,Jake Head,Audrey Ellis Fox,Kyle Jacob"
tt3921768,Waiting for Waldemar,2017,,Drama,46 min,"During World War II, a German family flees Ukraine and immigrates to Canada.",8.2,,20,Eric B. Spoeth,"Vance Avery,Sascha Bachmann,Lilly Bebernik,Olivia Bebernik"
tt4871342,Back for Good,2017,,"Comedy, Drama, Romance",74 min,An actress confronts her quarter-life crisis by breaking up with New York City and returning home to win back the love of her life.,8.3,,19,"Bailey Donovan,Molly Donovan","Molly Donovan,Ian Cramer,Peter Donovan,Julia Best Warner"
tt3992838,Conflict of Interest,2017,,"Drama, Family",115 min,"This soul- stirring story about love, betrayal and forgiveness reveals that family is God's most precious gift to us.",8.4,,19,Thomas Mikal Ford,"Jazsmin Lewis,Thomas Mikal Ford,Bria L. Murphy,Aryeh-Or"
tt3741818,Sweet Parents,2017,,Drama,108 min,"The relationship between an aspiring sculptor and a struggling chef in New York is tested when they become entangled with wealthy older benefactors, or ""Sweet Parents"", to further their careers.",9.2,,18,David Bly,"Leah Rudick,David Bly,Casey Biggs,Barbara Weetman"
tt7143958,Covadonga,2017,,Drama,71 min,"Mourning his wife and their stolen life at a secluded lake house, Martin Ravin watches a tipsy young couple commandeer his canoe. Only the boy returns to shore. As Martin's dark past starts...                See full summary »",8.8,,17,Sean Hartofilis,"Sean Hartofilis,Lindsey Dumont,George Hartofilis,Matthew Montemaro"
tt6281560,Despertar: Awaken,2017,,Drama,123 min,"The 8-year-old son of Ignacio and Sara is dead, Sara wants a divorce and goes into a deep depression, soon discovers that she is pregnant again and must rethink the separation of her ...                See full summary »",8.6,,17,Soley Bernal,"Alejandra Toussaint,Rafael Rojas,Carlos Alvarado,Álvaro Marenco"
tt4916936,Your Own Road,2017,,"Comedy, Drama",108 min,"An idealistic recent graduate takes a road trip from Ohio to California, with his anxious best friend and his troubled high school sweetheart, to chase his dream of being a filmmaker.",8.1,,17,Brandon Buczek,"Susan Diol,Cortney Palm,Kym Jackson,Ashton Moio"
tt3581900,Broken Angels,2017,,"Action, Adventure, Drama",90 min,"Two teens, both dealing with a harsh home life, find solace in friendship. Lisa is a timid soul, sulking in the loss of her loving mother. Jenny is a tough girl from the streets of Los ...                See full summary »",8.4,,17,Allyn Camp,"Alyssa Elle Steinacker,Mimi Davila,Sam Lant,Hank Northrop"
tt6422706,Tell 'Em Steve-Dave Makin' Clay,2017,,Comedy,59 min,"Move over Bride of Frankenstein, Apocalypse Now and Jaws...there's a new classic in town that went disastrously over budget and fell hopelessly behind schedule...MAKIN' CLAY.",8.8,,16,"Omar Mroz,Erick Pepper Rivera,Steve Stark,Patrick Taylor","Sean Aune,Harriet Bailey,Jason Bazar,Ming Chen"
tt5613746,The Lost Digit,2017,PG-13,"Comedy, Drama",91 min,Suburban every-man George Cassermeyer cuts his middle finger off in a carpentry accident. From then on the loss of his finger has a strange and profound effect on him. Lost in his own ...                See full summary »,8.3,,16,Garrett Brown,"Christopher Rutherford,Hillary Pyles,Jim Wicker,Karissa Barber"
tt5120072,Guffpunch,2017,,Comedy,94 min,"A story about local, stand up comedians that struggle to pursue a life of comedy, while facing the realities of growing up and surviving.",8.3,,16,"Sean Beagan,Joe Duenas","Sean Beagan,Matt Bellak,Zach Bennett,Michael Cintron"
tt3996820,August in Berlin,2017,,Drama,99 min,Feature. The chance meeting of a German and an American in a Berlin coffee house unravels their carefully constructed lives.,8.7,,16,Becky Smith,"Désirée Angersbach,Christine Baars,Dan Cade,Katharina Dix-Bertz"
tt3505458,MMXII,2017,,"Adventure, Drama, Romance",108 min,"Fearing for his comatose girlfriend's life, Patrick creates a way to enter her world to bring her back to reality.",8.2,,16,Austin Newman,"Ashley Dougherty,Blake Ryan McGinnis,Sincera Alexander,R. Louis Smith"
tt7674116,Ninja Cowboy Viking vs. the GadgetGents,2017,,"Action, Adventure, Comedy",91 min,"Seven kids will be called to be heroes. After accidentally finding out the plans of an evil corporation, the GadgetGents, to hack everyone's phones, these kids will have to defend their ...                See full summary »",8.4,,15,Kody Newton,"Tiego Newton,Brazen Newton,Jace Newton,Eleni Corson"
tt7401512,The Pine Tar Incident: Making of Tar Wars,2017,,Sport,60 min,Add a Plot,8.7,,15,Todd Kapostasy,"Daniel Ballard,Brodi Barringer,Taylor Brooks,David Cohen"
tt5726148,Con,2017,,Drama,69 min,"Con Keogh, a successful film-maker and actor, has just completed treatment for alcohol abuse at a secret rehab. He has agreed to take part in a documentary directed by his first cousin ...                See full summary »",8.7,,15,Bertie Brosnan,"Jean Law,Tadhg Hickey,Cristina Ryan,Owen Barton"
tt3651530,Le Accelerator,2017,,Crime,100 min,An assassin goes on a spiritual journey. The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.,8.9,,15,Thomas Eikrem,"Erin Angel,Alexandre Archimbaud,Anders Arentoft,Judith Aziz"
tt7980626,The Evil Path,2017,,Mystery,70 min,"A group of five university students from Rio venture out to a hidden beach, a secret haven known as ""The East Path"" not even locatable on google maps. Only accessible by hiking in through a...                See full summary »",8.7,,14,Esthevão Cabral,"Paulo Akl,Igor Almassy,Matheus Aquino,Cláudia Barbot"
tt7942004,The Umbilical Brothers: Not Suitable for Children,2017,,Comedy,112 min,The Umbilical Brothers' journey to the world of children's television.,9.1,,14,Jim Hare,"Shane Dundas,David Collins"
tt7837578,Bride of a Hustla,2017,,Drama,66 min,"Sasha is caught up in a web of lies, deceit and betrayal with her husband, Quamae. When circumstances threaten their marriage and the strength of their vows, will Quamae's love prove to be ...                See full summary »",8.4,,14,Destiny Skai,"Yu'Shika Brown,Jack Fuller,Kandiss King,Kim Mattear"
tt7100874,The Killing Floor,2017,,Drama,86 min,Add a Plot,9.1,,14,Philip Gardiner,"Thomi Haulzhausen,Thami Joyisa,Patrick Ndlovu,Jonathan Pienaar"
tt6305428,Mario Lanza: The Best of Everything,2017,,Biography,82 min,"Mario Lanza was the world's most famous tenor, bigger than Pavarotti, Carreras or Domingo. His voice was from God, but within ten years of fame and success he was dead. This stunning film traces the legend that was Lanza.",8.1,,14,Alan Byron,"Mario Lanza,Russell Watson,Lesley Garrett,Joseph Calleja"
tt4514926,Here We Are,2017,,Drama,108 min,"A young writer attempts to escape his slacker surroundings for the great American unknown by checking himself into a medical research facility to pay off his debt, fix up his RV and finally...                See full summary »",9.2,,14,David Bellarosa,"Alex Dobrenko,Olivia Grace Applegate,Chase Joliet,David Bellarosa"
tt7845882,Fall Semester,2017,,"Comedy, Drama",86 min,'Fall Semester The Movie' is a urban comedy. Its about a college student that is striving to be the next big comedian. He has to come up with money to get in largest comedy competition 'Big...                See full summary »,9.2,,13,"Dominique Whittaker,Kerwin Skinner","Terrell Andrew Alexander,Larue Briggs,Jazzmine Evans,Kypree Taylor"
tt6909906,Siege at Desert Pass,2017,,Action,48 min,"After surviving an ambush while deployed overseas that resulted in the deaths of his team mates, a Navy Seal returns home to cope with life, loss and the pressures of the media attention he does not feel he deserves.",8.8,,13,Cristina Duarte,"Cristina Duarte,Tim David Russell,Daniel Suliman,A.F. Vasquez"
tt6811042,Two People,2017,,Drama,70 min,"Two strangers meet and hang out one night in the quiet city of Perth, Western Australia.",8.8,,13,Robert Livings,"Liberty Hills,David Ryan Kinsman,Nick Pages-Oliver"
tt6460858,Movers: A Rags to Riches Story,2017,,"Action, Crime",120 min,"Based on The Novel Trilogy ""Be Like That Sometimes"" and based on Movers: A Rags to Riches Story written by BIZ NOLASTNAME.",8.1,,13,Ian Cranston,Macc Dundee
tt6274750,Adults,2017,,"Comedy, Musical, Romance",112 min,"Two independent adult actresses attempt to find meaning in their work and relationships; one with her best friend, the other with her worst enemy.",8.8,,13,Nicholas Molinari,"Sammy Smedley,Tyler Ankenman,Emily Ryan Reed,Sarah Sumner"
tt6217126,Idemuza,2017,,Drama,98 min,"When a desolate and vulnerable girl is forced to enter an orphanage with her younger siblings, she must overcome harsh adversity and hardship to propel herself to a hopeful, academic future.",8.2,,13,Aloaye Melvin Omoake,"Othniel Adeoye,Taiwo Adeoye,Spurgeon Ajoku,Gloria Anozie"
tt4902138,Stealing Sunrise 2: Malibu Trail,2017,,"Action, Drama",99 min,"In this sequel to ""Stealing Sunrise"", two strangers interconnected to the violent events 9 years earlier, team up to hunt down the guy responsible.",8.2,,13,Michael Jason Allen,"Michael Jason Allen,Sheri Kresnicka,Seth Gandrud,Mac Hawbaker"
tt3484292,No Appointment Necessary,2017,,"Comedy, Drama",94 min,"Meet Dick, 32, single, newly unemployed, and with just nothing happening on either front. Been in therapy for 2 years, finally starting to sort some stuff out, when bang!! His therapist, Dr...                See full summary »",9.1,,13,Patrick Flynn,"Justin Rosniak,Ben Geurens,Nicole Shostak,Gabrielle Scawthorn"
tt7432330,Life without Life,2017,,Drama,90 min,Ardeshir Suffers from lung cancer and has only six months to live. Satyar(Ardeshir's son) is a musician and collects his father's money from debtors in an unusual way.,8.5,,12,Kaveh Moeinfar,"Abbas Ataei,Amir Vazzan,Marjan Sadeghi,Hadi Ardalan"
tt6576586,The Job Interview,2017,,Sci-Fi,132 min,"Three powerful men have been invited to a meeting which will change one of their lives forever. Money and power are all they care about. They fear no man. They will come to fear ""The Job Interview"".",8.2,,12,"Sid Burston,Ernest Serrano,Philip Thornton","Dawna Lee Heising,Patrice Fisher,Alena Gerard,Michael Joseph Pierce"
tt6456754,Connect the Thots,2017,,Comedy,140 min,A group of childhood friends grown with different lives coincidentally start individually experiencing various types of problems and turmoil all of a sudden nothing makes sense until they ...                See full summary »,8.3,,12,Byron Love Luv,"Lakesha Chandler,Latoya Cook,Miya Cooper,Marcus Davenport"
tt5746464,The Do's & Don'ts of Sharing an Apartment,2017,,Comedy,81 min,"A med student, set to obtain independence, moves in with his aloof best friend only to discover moving out isn't easy. We discovers there is an additional roommate who he has nothing in ...                See full summary »",8.4,,12,Mike Cunliffe,"Tim Casper,Artrial Clark,Nick Crawford,Mike Cunliffe"
tt4855584,Rental,2017,,"Comedy, Drama, Romance",78 min,"A lonely clerk at the last video rental store struggles to connect with his constantly changing world, and must decide whether to adapt or drift into his subconscious.",8.8,,12,Daniel Moya,"Daniel Moya,Maryelizabeth O'Donnell,Grace Cary Bickley,Bobby Ray Cauley Jr."
tt4809812,SEXDOTCOM,2017,,Comedy,102 min,Two friends race to uncover who leaked their new roommate's secret sex tape in order to 'kill' the link before she finds out and 'kills' them.,8.1,,12,Alecc Bracero,"Darryll C. Scott,Gavin Leighton,Erica Jenkins,Joey Mackey"
tt7953946,Early Women Filmmakers,2017,,Drama,653 min,"More women worked in film's first 20 years than anytime since. Many have been cut from film history, their contributions lost to time. This collection highlights the contributions of 14 important women directors of cinema's early years.",8.5,,11,"Dorothy Arzner,Madeline Brandeis,Mary Ellen Bute,Dorothy Davenport,Maya Deren,Germaine Dulac,Alice Guy,Marie-Louise Iribe,Mabel Normand,Claire Parker,Olga Preobrazhenskaya,Lotte Reiniger,Leni Riefenstahl,Lois Weber","Blanche Cornwall,Maureen O'Hara,Lois Weber"
tt7701630,"Hanh, Solo",2017,,Comedy,86 min,"Stuck dating guys she doesn't like and working at her dead-end job, Hanh finally finds the courage to pursue her dreams.",8.1,,11,"Jason Taylor,David Dadich Jr.,Tristan Seyek","Hanh Nguyen,J. Dancy,Anthony Martinez-Briggs,Karl Stafford"
tt7289724,For Your Convenience,2017,,Crime,77 min,Two teenagers decide to result to crime in order to help pay for college tuition.,8.3,,11,"Joey Celia,Matthew R. Talbot","Joey Celia,Matthew R. Talbot,Grace Narducci,Owen Lang"
tt7081634,Desierto en tu mente,2017,,"Comedy, Drama, Fantasy",63 min,"Through his frustrations, an obsessed novelist connects with a dimension where a walking girl encounters weird characters in a mysterious urban world, slowly driving to the peaceful nature ...                See full summary »",8.2,,11,Marta Grimalt,"Craig Amromin,Bruna Blavia,Maria Amelia Canals,Francesc Cases"
tt6913400,Thicker Than Blood,2017,,Drama,80 min,"Thicker Than Blood tells the story of Jordan, the youngest of two sons, who returns home for the first time in three years to celebrate his older brother's promotion to partner in his law ...                See full summary »",8.1,,11,Anthony Williams,"Kareem L. Alston,Quincey Alston,Jazmyn Barrino,Andy Bethea"
tt5824950,Alive at Night,2017,,Horror,45 min,Story of a creepy doll who wakes up every night to life and starts killing everyone one by one.,8.3,,11,,"Julie Bowden,Ann Decesare,Brian D. Husby,Jeffrey Lutz"
tt5162150,Something Wicked Something Wonderful,2017,Not Rated,"Adventure, Drama, Fantasy",79 min,Erin Greenwood dreams of leaving her secluded cottage in the woods but when she builds up the courage to venture out she'll find that there is more to the world than what it seems.,8.6,,11,Marcus Mero,"Emily Johnson,Cameron Galvez,Gabriel Zimmermann,Chad Watkins"
tt4194954,Home Before the Holiday,2017,Not Rated,"Adventure, Comedy, Family",45 min,"In order to see his family, a man must complete an assignment to bring magical joy to three families, his mission starts a lot further north than his family could have ever expected. Enjoy the magical ride that is Home Before the Holiday.",8.4,,11,Ira Mallory,"Brooklyn,Teresa Francis,Lachelle McKinley,Christopher Owens"
tt7139110,Switch,2017,,Drama,49 min,A floored man (Charlie) and his loving girlfriend (Layla). Charlie's uncompromising love for her leads to him hurting others but he's not the only one suffering.,9.2,,10,Nick Parker,"Micky McGregor,Harriet Ghost,Mike Carr,Alex Andlau"
tt7010348,Tell 'Em Steve-Dave: Live at the Gramercy Theatre,2017,,Comedy,119 min,"Brian Quinn, Walt Flanagan and Bryan Johnson (of TruTV's Impractical Jokers and AMC's Comic Book Men) host a live episode of their podcast Tell 'Em Steve-Dave at the Gramercy Theatre.",8.3,,10,Chuck Staton,"Brian Quinn,Bryan Johnson,Walter Flanagan,Ming Chen"
tt6744160,And the Boys Go,2017,,"Comedy, Drama",72 min,Four high school graduates embark on one last camping trip before separating for college.,8.7,,10,"Daniel Luis Ennab,Matt Hoff","Ali Zaman,James L. Lawrenson,Nicholas Matthews,Jayden Kyle"
tt5906834,Cold Breath,2017,,"Drama, Family",84 min,Maryam have been past thirty. The woman who borne as a girl but...she passed her puberty like a boy and in the way of love and subsistence she tried hard her every day just like a male...,8.3,,10,Abbas Raziji,"Bita Baadraan,Kimia Mollaee,Majid Mozaffari,Nader Naderpour"
tt4955134,Vigor,2017,,Comedy,80 min,Oregon comes back to save Bob from a desperate situation.,8.4,,10,Ryan McGivern,"Leif Gantvoort,Jacob Lyman,Joaquim Cruz,Estefania Martinez"
tt11059178,Babymetal: Live at Tokyo Dome: Black Night,2017,,Music,84 min,Add a Plot,9.2,,10,Key Kobayashi,"Moa Kikuchi,Yui Mizuno,Suzuka Nakamoto"
tt7879738,Meet Elisabeth Moss on The Handmaid's Tale Set,2017,,Comedy,50 min,"Welcome to Gilead. Don't worry, it's not as scary as it might seem. That's because you're getting the VIP, salvaging-free treatment as you visit the set of The Handmaid's Tale. Get flown ...                See full summary »",8.2,,9,Delaney Schenker,Elisabeth Moss
tt6598308,La Vie Magnifique De Charlie,2017,,"Comedy, Drama",87 min,A carefree woman struggles to reclaim normalcy after the untimely death of her sister.,8.8,,9,Bobby Huntley,"Kortnee Price,Lailaa Brookings,Nikki Lashae,Ashley S. Evans"
tt3415398,JackRabbit 29,2017,,Drama,90 min,"Jackrabbit 29 is an unconventional, character-driven thriller by writer & director Kyle Klubal. When a young couple goes missing, a large reward is issued for their return. The reward ...                See full summary »",8.9,,9,Kyle Klubal,"Elliott Armstrong,Laura Barrett Larkins,Alejandro Barrios,Brian Bell"
tt2959606,A Lotus 'Til Reckoning,2017,,Drama,111 min,"In this hard-hitting, raw, emotional drama, a small Christmas dinner party takes a bizarre turn after Shelby and her two married friends take an exotic drug and begin to question their ...                See full summary »",8.0,,9,David McElfresh,"Kim Griffin,Justin McElfresh,Kathleen McElfresh,Lorenzo Pisoni"
tt14240648,National Theatre Live: Consent,2017,,"Comedy, Crime, Drama",127 min,"Friends take opposing briefs in a rape case. The key witness is a woman whose life seems a world away from theirs. At home, their own lives begin to unravel as every version of the truth is challenged.",8.4,,9,Roger Michell,"Priyanga Burford,Pip Carter,Ben Chaplin,Heather Craney"
tt7604986,Minutia,2017,,"Comedy, Sci-Fi",92 min,"After Keith survives a terrible car crash, his life starts taking strange and unexpected turns.",8.4,,8,"Eric Arnouville,Jonathan Clement","Eric Arnouville,Matt Keller,Peter Hoffpauir,Justin Faxon"
tt7511346,An Educator,2017,,Drama,100 min,"Three generations of teachers. Three stories of dedication, struggle, and inspiration interweaved. Iah, Espie, and Gennie will prove that being an educator does not end inside the four walls of their classrooms.",8.6,,8,Lemuel Lorca,"Angeli Bayani,Anna Luna,Gloria Sevilla,Lou Veloso"
tt7266048,The Exceptionals,2017,,Drama,50 min,"The Exceptionals is a story about a rough group of school kids, who aren't necessarily who they appear to be on the outside, coming together to do some good. The Exceptionals is an original...                See full summary »",9.0,,8,Philip Snow,"Reilly Moore,Chelsea Tryon,Bridgette Pearson,Brooke Chambliss"
tt7227786,Animalium,2017,,Drama,48 min,Two brothers on a road trip through Texas discuss the morality of killing and ponder our place in the natural world.,8.0,,8,Fatima Hye,"Sam Stinson,Brian Bogart,J. Alan Nelson,Jill Bailey"
tt7196338,Idahosa Trails,2017,,Drama,110 min,An inglorious Journalist sets out to interview a deceased Preacher.,8.1,,8,Stanlee Ohikhuare,"David Schifter,Kunle Idowu,Osas Ighodaro,Adedamola Akapo"
tt7122478,Ace of Hearts: Bwana Y'umutima,2017,,"Action, Drama, Mystery",120 min,"Manzi David, a man whose sister's days are numbered with heart disease. Heartbroken and determined as ever to rally money for her treatment, Manzi David sets himself on a path of no return ...                See full summary »",8.0,,8,Pacifique Cyusa Nzeyimana,"Lysa Gasirabo,Ganza Prince,Isimbi Sonia,Polisi Muhirwa Yves"
tt6599230,Migraine,2017,,Drama,46 min,"Autumn is having a crisis of faith, causing a strain on her relationship. Meanwhile, Ewan tries to win back his ex-girlfriend by writing her the perfect song.",8.4,,8,Douglas Reese,"Trace Hazelbaker,Alexis Day,Joi Itapson,Douglas Reese"
tt6437020,Walk on Water,2017,,Drama,60 min,"Ordinary friends who thought they needed some easy money quickly find out that easy money ain't always easy. Now tangled up in the streets, and with their backs against the wall, they must go against their beliefs just to find a way out.",8.9,,8,Winston McFarlane,"Nadia Brown,Richard Brumfield,Zion Cannon,Johnny Green Jr."
tt6335916,That's Life,2017,,Drama,82 min,"That's Life is the story of 3 generations of Moon Men living under the same roof. The dramaody centers around Rick, who lives with his fun loving father Jacob and his son Chuck who is a ...                See full summary »",8.0,,8,Sean Guess,"Matthew Gochman,Bob Cleary,Paul Vito Laruccia,Laura Madsen"
tt6270314,OH-World,2017,,Mystery,45 min,"Raven, Ohmar, and a religious fanatic must team up to save the day after Raven unleashes a demonic force while trying to bring her dead lover back from the spirit world.",8.2,,8,Jared Campbell,"Tyler Everhart,John Felix,Sara Finn,MaryBeth FitzHarris"
